Income,Home,Emp_length,Intent,Amount,Rate,Percent_income,Cred_length
29000,RENT,4.0,PERSONAL,9750,7.51,0.34,6
42000,MORTGAGE,5.0,EDUCATION,4900,6.03,0.12,4
116000,RENT,5.0,DEBTCONSOLIDATION,10000,14.26,0.09,4
35500,RENT,3.0,MEDICAL,3000,11.86,0.08,9
19200,RENT,1.0,PERSONAL,5500,15.23,0.29,8
102000,RENT,3.0,HOMEIMPROVEMENT,20000,13.85,0.2,10
24960,RENT,0.0,EDUCATION,1000,13.98,0.04,4
44000,OWN,7.0,VENTURE,5000,13.23,0.11,2
90000,RENT,0.0,EDUCATION,13200,10.74,0.15,5
48000,RENT,7.0,DEBTCONSOLIDATION,10000,17.99,0.21,4
24000,RENT,1.0,EDUCATION,5000,10.36,0.21,17
75000,RENT,0.0,DEBTCONSOLIDATION,20000,13.49,0.27,7
65000,RENT,3.0,PERSONAL,10000,12.42,0.15,2
16800,RENT,2.0,DEBTCONSOLIDATION,4000,14.27,0.24,4
57160,RENT,2.0,MEDICAL,1500,11.36,0.03,3
30000,MORTGAGE,8.0,DEBTCONSOLIDATION,3000,7.29,0.1,7
14400,RENT,4.0,DEBTCONSOLIDATION,1500,12.61,0.1,9
30000,RENT,0.0,MEDICAL,8000,13.49,0.27,2
80000,RENT,6.0,EDUCATION,25000,6.62,0.31,2
39900,RENT,0.0,VENTURE,12000,7.9,0.3,3
74000,RENT,7.0,HOMEIMPROVEMENT,7000,6.03,0.09,3
75000,MORTGAGE,3.0,VENTURE,16000,6.62,0.21,2
40000,OWN,7.0,MEDICAL,5000,8.49,0.13,4
41725,RENT,4.0,VENTURE,11500,14.09,0.28,13
57500,MORTGAGE,2.0,DEBTCONSOLIDATION,7750,6.76,0.13,3
27000,RENT,3.0,MEDICAL,6250,15.99,0.23,4
85000,RENT,5.0,VENTURE,16000,11.34,0.19,6
40992,RENT,0.0,MEDICAL,10000,14.27,0.24,6
33000,MORTGAGE,5.0,VENTURE,4200,11.36,0.13,9
103000,MORTGAGE,8.0,HOMEIMPROVEMENT,6400,10.37,0.06,3
14400,RENT,0.0,MEDICAL,1200,7.29,0.08,4
49500,RENT,6.0,PERSONAL,6000,11.22,0.12,8
31000,RENT,8.0,VENTURE,13500,13.43,0.44,4
50000,RENT,3.0,PERSONAL,10000,7.49,0.2,2
33000,RENT,1.0,MEDICAL,5000,21.36,0.15,2
42000,RENT,0.0,EDUCATION,5000,8.9,0.12,4
42000,RENT,2.0,EDUCATION,10000,7.88,0.24,3
48000,OWN,4.0,EDUCATION,3000,5.79,0.06,4
85000,RENT,4.0,MEDICAL,6000,10.0,0.07,3
44000,RENT,1.0,EDUCATION,15000,14.59,0.34,3
81996,RENT,5.0,MEDICAL,10000,7.29,0.12,4
50000,RENT,5.0,MEDICAL,5000,11.14,0.1,8
44000,RENT,10.0,DEBTCONSOLIDATION,14000,14.83,0.32,2
56000,MORTGAGE,4.0,MEDICAL,8000,8.59,0.14,6
62000,MORTGAGE,4.0,VENTURE,6550,5.79,0.11,5
25200,MORTGAGE,0.0,PERSONAL,6500,14.26,0.26,2
140400,MORTGAGE,6.0,PERSONAL,14000,10.99,0.1,14
171996,MORTGAGE,1.0,PERSONAL,15000,14.96,0.09,5
61200,RENT,4.0,MEDICAL,20000,11.14,0.28,2
59200,RENT,4.0,DEBTCONSOLIDATION,15000,10.75,0.25,7
27600,RENT,2.0,DEBTCONSOLIDATION,2000,13.99,0.07,3
96000,RENT,3.0,DEBTCONSOLIDATION,12000,11.99,0.13,3
45000,RENT,2.0,MEDICAL,16000,12.99,0.36,14
21600,RENT,5.0,VENTURE,7000,6.62,0.32,2
48000,OWN,0.0,PERSONAL,6000,10.65,0.13,2
38400,RENT,3.0,DEBTCONSOLIDATION,15000,10.65,0.39,2
22000,OWN,1.0,DEBTCONSOLIDATION,8500,15.05,0.39,4
30857,RENT,6.0,VENTURE,3000,13.06,0.1,9
96000,RENT,1.0,VENTURE,4000,10.75,0.04,5
105000,RENT,1.0,EDUCATION,12000,6.91,0.11,23
34500,MORTGAGE,2.0,DEBTCONSOLIDATION,5000,9.76,0.14,7
75000,RENT,1.0,MEDICAL,10000,13.47,0.13,6
103000,MORTGAGE,5.0,EDUCATION,24000,7.49,0.23,10
30000,RENT,1.0,HOMEIMPROVEMENT,6000,17.99,0.2,7
24000,MORTGAGE,4.0,VENTURE,1300,5.42,0.05,3
45000,RENT,0.0,VENTURE,2000,7.51,0.04,4
55000,RENT,6.0,PERSONAL,8000,11.71,0.15,3
145000,MORTGAGE,3.0,MEDICAL,12000,10.37,0.08,2
39996,MORTGAGE,2.0,HOMEIMPROVEMENT,2500,5.42,0.06,12
37000,MORTGAGE,6.0,HOMEIMPROVEMENT,7000,15.62,0.19,3
51000,MORTGAGE,0.0,EDUCATION,7000,7.49,0.14,6
82000,RENT,2.0,EDUCATION,1600,11.89,0.02,2
54600,RENT,2.0,EDUCATION,7200,12.53,0.13,2
50000,RENT,4.0,HOMEIMPROVEMENT,25000,5.99,0.5,2
55605,MORTGAGE,8.0,MEDICAL,6500,10.99,0.12,2
69000,MORTGAGE,0.0,DEBTCONSOLIDATION,14000,10.14,0.2,10
65000,MORTGAGE,1.0,PERSONAL,15000,11.12,0.23,4
50000,RENT,1.0,MEDICAL,16800,12.53,0.34,3
65000,MORTGAGE,8.0,PERSONAL,10000,11.99,0.15,4
93000,RENT,10.0,DEBTCONSOLIDATION,16000,11.11,0.17,4
78792,MORTGAGE,4.0,EDUCATION,5500,14.61,0.07,4
54000,MORTGAGE,1.0,MEDICAL,4000,13.98,0.07,4
98000,MORTGAGE,5.0,EDUCATION,25000,14.46,0.26,3
51000,OWN,7.0,PERSONAL,6000,5.42,0.12,4
50000,RENT,1.0,PERSONAL,16000,7.9,0.32,17
57000,OWN,8.0,EDUCATION,9000,8.0,0.16,4
30000,RENT,1.0,MEDICAL,14500,11.14,0.48,8
48000,RENT,5.0,DEBTCONSOLIDATION,25000,18.43,0.52,3
90000,MORTGAGE,2.0,PERSONAL,25000,11.36,0.28,9
85000,OWN,8.0,VENTURE,10000,6.62,0.12,4
75000,MORTGAGE,8.0,MEDICAL,4200,5.42,0.06,9
36000,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,12.69,0.11,4
44000,MORTGAGE,5.0,DEBTCONSOLIDATION,7200,7.29,0.16,3
68004,MORTGAGE,9.0,PERSONAL,10000,10.99,0.15,9
36000,RENT,5.0,MEDICAL,7000,6.91,0.19,8
54996,RENT,8.0,EDUCATION,15000,14.83,0.27,2
72000,MORTGAGE,9.0,DEBTCONSOLIDATION,10000,14.27,0.14,3
50000,RENT,2.0,DEBTCONSOLIDATION,5000,7.88,0.1,4
54000,RENT,8.0,HOMEIMPROVEMENT,2100,17.14,0.04,4
40000,RENT,2.0,VENTURE,7000,14.91,0.17,8
55000,MORTGAGE,2.0,MEDICAL,11300,7.29,0.21,4
30000,RENT,6.0,MEDICAL,6000,7.51,0.2,3
52000,OWN,0.0,PERSONAL,9600,8.49,0.18,22
45000,MORTGAGE,9.0,VENTURE,10000,16.89,0.22,4
85000,RENT,2.0,PERSONAL,12000,9.91,0.14,7
168000,MORTGAGE,0.0,PERSONAL,25000,16.45,0.15,3
67392,MORTGAGE,0.0,PERSONAL,15000,13.85,0.22,5
72100,RENT,6.0,PERSONAL,12000,5.79,0.17,2
48000,RENT,6.0,PERSONAL,4200,10.59,0.09,14
43200,RENT,5.0,EDUCATION,3200,14.35,0.07,4
78000,MORTGAGE,1.0,MEDICAL,26000,15.96,0.33,5
126000,MORTGAGE,4.0,HOMEIMPROVEMENT,7500,13.92,0.06,3
85000,RENT,3.0,VENTURE,5750,12.99,0.07,15
84000,MORTGAGE,9.0,HOMEIMPROVEMENT,5900,7.66,0.07,9
25000,RENT,3.0,EDUCATION,3000,12.69,0.12,3
40000,MORTGAGE,3.0,VENTURE,5000,8.59,0.13,3
23004,RENT,5.0,VENTURE,1350,9.99,0.06,2
111460,RENT,3.0,DEBTCONSOLIDATION,5000,11.71,0.04,4
36000,RENT,3.0,VENTURE,15000,14.59,0.42,4
115000,MORTGAGE,3.0,EDUCATION,20000,13.16,0.17,2
49000,MORTGAGE,9.0,EDUCATION,11750,8.9,0.24,9
57200,MORTGAGE,7.0,DEBTCONSOLIDATION,7500,7.51,0.13,3
49000,OWN,7.0,PERSONAL,8500,12.18,0.17,8
125555,MORTGAGE,2.0,MEDICAL,9000,10.99,0.07,4
60000,RENT,1.0,VENTURE,14525,10.99,0.24,4
61500,RENT,1.0,EDUCATION,18000,13.23,0.29,2
30000,RENT,0.0,DEBTCONSOLIDATION,6500,8.49,0.22,10
37876,RENT,4.0,MEDICAL,8000,9.63,0.21,2
37800,MORTGAGE,10.0,HOMEIMPROVEMENT,7000,14.96,0.19,4
70000,OWN,4.0,VENTURE,8000,15.95,0.11,2
42000,MORTGAGE,8.0,PERSONAL,12000,10.38,0.29,4
125000,MORTGAGE,2.0,MEDICAL,3500,13.98,0.03,8
64000,MORTGAGE,3.0,PERSONAL,9600,8.49,0.15,3
94773,RENT,3.0,HOMEIMPROVEMENT,6000,11.83,0.06,10
20000,MORTGAGE,5.0,MEDICAL,4800,5.99,0.24,3
33800,RENT,4.0,EDUCATION,13000,13.57,0.38,4
41000,RENT,1.0,DEBTCONSOLIDATION,12500,13.57,0.3,4
48000,MORTGAGE,4.0,PERSONAL,8500,7.49,0.18,8
65136,MORTGAGE,0.0,PERSONAL,6250,12.87,0.1,9
50000,MORTGAGE,2.0,HOMEIMPROVEMENT,7000,5.42,0.14,3
58560,MORTGAGE,7.0,MEDICAL,8000,12.21,0.14,3
193086,MORTGAGE,3.0,DEBTCONSOLIDATION,11125,10.59,0.06,6
77000,MORTGAGE,9.0,HOMEIMPROVEMENT,14500,15.95,0.19,2
48996,MORTGAGE,6.0,EDUCATION,5000,7.29,0.1,12
50000,MORTGAGE,4.0,MEDICAL,10000,6.03,0.2,5
74500,RENT,1.0,VENTURE,11500,7.05,0.15,8
35000,MORTGAGE,2.0,EDUCATION,8000,11.86,0.23,3
120000,MORTGAGE,1.0,VENTURE,5000,9.91,0.04,7
61193,MORTGAGE,5.0,EDUCATION,6400,8.59,0.1,3
38004,RENT,8.0,MEDICAL,5000,9.63,0.13,10
62400,RENT,4.0,EDUCATION,15000,11.99,0.24,8
55000,MORTGAGE,0.0,PERSONAL,10000,10.25,0.18,2
60000,RENT,0.0,EDUCATION,9600,14.65,0.16,2
74800,RENT,1.0,MEDICAL,20000,17.04,0.23,2
30000,RENT,3.0,DEBTCONSOLIDATION,11975,9.99,0.4,8
65000,MORTGAGE,4.0,MEDICAL,7000,7.14,0.11,3
26000,MORTGAGE,2.0,EDUCATION,2000,7.4,0.08,2
130000,MORTGAGE,2.0,VENTURE,5000,9.99,0.04,9
47000,RENT,0.0,MEDICAL,1450,10.74,0.03,4
29736,RENT,4.0,EDUCATION,7000,6.92,0.24,8
52000,MORTGAGE,2.0,EDUCATION,6000,8.9,0.12,4
39000,OWN,3.0,MEDICAL,9600,5.79,0.25,10
47500,RENT,2.0,MEDICAL,5300,11.49,0.11,8
58000,MORTGAGE,9.0,MEDICAL,8500,7.14,0.15,3
46800,RENT,5.0,HOMEIMPROVEMENT,12000,13.11,0.26,4
14400,RENT,3.0,DEBTCONSOLIDATION,1800,6.92,0.13,3
54696,RENT,4.0,PERSONAL,9600,9.99,0.18,12
56000,RENT,2.0,HOMEIMPROVEMENT,15000,13.47,0.27,15
40000,RENT,2.0,MEDICAL,12000,7.51,0.3,2
83000,RENT,8.0,PERSONAL,35000,8.9,0.42,2
20000,RENT,5.0,EDUCATION,3625,6.99,0.18,9
25344,MORTGAGE,5.0,MEDICAL,4000,16.49,0.16,3
45000,RENT,1.0,PERSONAL,16425,13.49,0.36,2
45000,RENT,4.0,VENTURE,10000,12.42,0.22,7
45000,RENT,0.0,MEDICAL,5000,13.79,0.11,2
48000,RENT,7.0,MEDICAL,9000,8.94,0.19,3
170000,MORTGAGE,6.0,EDUCATION,6500,7.49,0.04,10
59004,RENT,1.0,HOMEIMPROVEMENT,20000,14.84,0.34,4
20000,RENT,4.0,PERSONAL,6800,12.84,0.34,6
60000,RENT,3.0,DEBTCONSOLIDATION,3000,10.0,0.05,3
160000,MORTGAGE,3.0,VENTURE,15250,15.31,0.1,4
30000,RENT,4.0,DEBTCONSOLIDATION,13250,16.4,0.44,3
39000,RENT,5.0,DEBTCONSOLIDATION,13000,11.83,0.33,4
30996,RENT,2.0,MEDICAL,1500,13.72,0.05,14
60000,MORTGAGE,7.0,MEDICAL,7000,7.9,0.12,4
60000,MORTGAGE,7.0,PERSONAL,2000,14.26,0.03,3
40000,RENT,4.0,EDUCATION,2500,6.99,0.06,5
29000,RENT,1.0,EDUCATION,1000,11.28,0.03,3
37000,RENT,0.0,VENTURE,5000,11.49,0.14,7
54000,RENT,6.0,HOMEIMPROVEMENT,6000,16.45,0.11,2
51540,MORTGAGE,3.0,DEBTCONSOLIDATION,4000,5.79,0.08,7
97600,RENT,0.0,EDUCATION,7000,8.9,0.07,13
120000,MORTGAGE,4.0,EDUCATION,2400,12.42,0.02,3
65004,MORTGAGE,7.0,EDUCATION,5000,6.17,0.08,7
110000,MORTGAGE,2.0,MEDICAL,5000,7.51,0.05,7
60000,RENT,0.0,PERSONAL,3500,9.32,0.06,7
118000,RENT,1.0,PERSONAL,13425,15.99,0.11,10
69000,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,6.54,0.29,6
40000,OWN,3.0,EDUCATION,12000,14.83,0.3,4
75000,MORTGAGE,8.0,MEDICAL,14000,6.03,0.19,10
44004,MORTGAGE,5.0,MEDICAL,6000,13.06,0.14,10
40000,MORTGAGE,7.0,VENTURE,13000,7.88,0.33,7
140000,RENT,5.0,DEBTCONSOLIDATION,20000,13.49,0.14,8
102000,MORTGAGE,5.0,MEDICAL,12000,15.27,0.12,3
75000,MORTGAGE,6.0,MEDICAL,13000,6.99,0.17,2
80000,RENT,3.0,PERSONAL,6000,6.99,0.07,10
73440,MORTGAGE,7.0,EDUCATION,7000,6.99,0.1,2
53808,MORTGAGE,4.0,HOMEIMPROVEMENT,15000,11.71,0.28,16
25000,RENT,0.0,MEDICAL,4800,11.54,0.19,10
80000,RENT,1.0,MEDICAL,6400,10.99,0.08,10
135000,RENT,3.0,EDUCATION,16000,16.69,0.12,2
29100,RENT,2.0,VENTURE,6250,16.07,0.21,4
15000,OWN,9.0,VENTURE,2000,6.91,0.13,3
110000,RENT,2.0,HOMEIMPROVEMENT,10000,13.22,0.09,5
51300,RENT,9.0,DEBTCONSOLIDATION,8400,11.99,0.16,3
112000,MORTGAGE,8.0,PERSONAL,3500,5.42,0.03,4
20000,OWN,3.0,EDUCATION,7500,5.79,0.38,4
50000,MORTGAGE,4.0,EDUCATION,2100,9.91,0.04,6
68000,RENT,2.0,EDUCATION,14800,9.99,0.22,9
33996,RENT,3.0,PERSONAL,5000,9.25,0.15,3
50000,MORTGAGE,3.0,PERSONAL,10000,10.99,0.2,3
20000,RENT,2.0,VENTURE,4000,13.11,0.2,5
43236,OWN,1.0,VENTURE,18000,12.87,0.42,2
60000,MORTGAGE,2.0,PERSONAL,5200,5.99,0.09,4
65004,MORTGAGE,6.0,MEDICAL,6500,9.25,0.1,4
65000,OWN,3.0,VENTURE,8700,7.88,0.13,3
37000,RENT,2.0,PERSONAL,2000,11.14,0.05,4
60000,MORTGAGE,2.0,EDUCATION,3500,9.99,0.06,2
24000,RENT,0.0,MEDICAL,1600,15.05,0.07,5
100000,RENT,9.0,HOMEIMPROVEMENT,20000,13.06,0.2,2
51996,RENT,4.0,PERSONAL,3500,9.62,0.07,2
30000,MORTGAGE,9.0,VENTURE,8000,9.32,0.27,4
85000,RENT,0.0,PERSONAL,26000,14.27,0.31,15
28800,MORTGAGE,0.0,DEBTCONSOLIDATION,5000,7.49,0.17,3
29364,RENT,4.0,HOMEIMPROVEMENT,6000,13.35,0.2,4
50000,MORTGAGE,0.0,PERSONAL,6300,6.62,0.13,10
20000,MORTGAGE,1.0,PERSONAL,1500,7.74,0.07,3
103000,MORTGAGE,7.0,VENTURE,15000,15.99,0.15,2
36100,RENT,4.0,DEBTCONSOLIDATION,5000,12.92,0.14,3
33600,RENT,0.0,PERSONAL,9600,15.99,0.29,7
38400,RENT,7.0,VENTURE,3200,13.49,0.08,2
10000,RENT,2.0,DEBTCONSOLIDATION,2000,10.25,0.2,2
47000,RENT,5.0,MEDICAL,20000,16.77,0.43,3
75500,MORTGAGE,8.0,EDUCATION,9000,7.9,0.12,5
120000,MORTGAGE,5.0,HOMEIMPROVEMENT,25000,15.95,0.21,9
42000,MORTGAGE,6.0,EDUCATION,14750,12.99,0.35,4
90000,RENT,4.0,PERSONAL,12000,9.91,0.13,2
36500,RENT,4.0,DEBTCONSOLIDATION,6500,15.65,0.18,10
40000,OWN,7.0,VENTURE,2000,12.53,0.05,4
50000,RENT,0.0,EDUCATION,12000,10.59,0.24,3
54000,MORTGAGE,1.0,HOMEIMPROVEMENT,2000,5.99,0.04,16
103970,MORTGAGE,0.0,DEBTCONSOLIDATION,15000,14.35,0.14,14
95610,MORTGAGE,8.0,VENTURE,6000,10.99,0.06,4
68004,MORTGAGE,5.0,HOMEIMPROVEMENT,4200,5.42,0.06,4
19500,MORTGAGE,0.0,EDUCATION,15000,9.64,0.77,2
76000,MORTGAGE,6.0,MEDICAL,14000,12.69,0.18,3
34500,RENT,2.0,DEBTCONSOLIDATION,5000,16.89,0.14,2
102000,OWN,0.0,MEDICAL,30000,16.77,0.29,2
42000,RENT,2.0,PERSONAL,5000,12.87,0.12,3
50000,RENT,7.0,PERSONAL,9000,12.18,0.18,4
22800,MORTGAGE,2.0,PERSONAL,3000,8.9,0.13,2
24000,RENT,6.0,PERSONAL,5000,10.74,0.21,10
55000,MORTGAGE,8.0,MEDICAL,1800,7.49,0.03,3
40000,RENT,3.0,MEDICAL,25000,10.25,0.63,8
70000,MORTGAGE,6.0,EDUCATION,18000,7.9,0.26,14
55000,RENT,7.0,EDUCATION,6000,10.99,0.11,2
29004,OWN,1.0,EDUCATION,2000,13.16,0.07,3
40000,MORTGAGE,6.0,PERSONAL,10000,9.32,0.25,8
52000,RENT,4.0,PERSONAL,3600,11.71,0.07,8
21812,RENT,7.0,EDUCATION,6000,14.72,0.28,2
68000,OWN,9.0,EDUCATION,5000,6.99,0.07,15
92000,MORTGAGE,7.0,EDUCATION,7000,13.47,0.08,4
40000,MORTGAGE,10.0,VENTURE,5200,10.08,0.13,3
21000,RENT,2.0,MEDICAL,2100,7.88,0.1,8
24000,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,13.49,0.25,3
115000,MORTGAGE,8.0,VENTURE,8000,8.94,0.07,11
82000,MORTGAGE,5.0,PERSONAL,19075,7.9,0.23,2
130000,MORTGAGE,7.0,EDUCATION,20000,10.62,0.15,4
25000,RENT,0.0,VENTURE,2975,9.96,0.12,2
76000,RENT,2.0,VENTURE,1000,13.49,0.01,8
55000,MORTGAGE,8.0,PERSONAL,10000,5.42,0.18,16
40000,OWN,5.0,VENTURE,8000,7.66,0.2,7
125000,MORTGAGE,2.0,DEBTCONSOLIDATION,20000,7.88,0.16,7
39600,OWN,7.0,HOMEIMPROVEMENT,9900,6.54,0.25,5
110000,MORTGAGE,1.0,DEBTCONSOLIDATION,10000,12.69,0.09,3
28000,OTHER,0.0,EDUCATION,9000,10.83,0.32,3
35496,RENT,3.0,PERSONAL,6000,13.72,0.17,8
98000,OWN,8.0,VENTURE,12000,7.49,0.12,2
72000,MORTGAGE,6.0,EDUCATION,10000,12.98,0.14,4
30996,OWN,2.0,VENTURE,5000,11.86,0.16,4
16428,RENT,0.0,MEDICAL,2400,12.23,0.15,3
19498,RENT,3.0,HOMEIMPROVEMENT,9575,6.62,0.49,5
108717,MORTGAGE,9.0,DEBTCONSOLIDATION,16000,6.99,0.15,5
54000,MORTGAGE,5.0,VENTURE,4000,5.42,0.07,2
71400,RENT,0.0,HOMEIMPROVEMENT,9600,12.61,0.13,6
54504,RENT,1.0,PERSONAL,20000,16.7,0.37,4
110000,MORTGAGE,5.0,VENTURE,1200,13.49,0.01,4
66000,OWN,9.0,PERSONAL,15000,7.49,0.23,4
52000,RENT,2.0,EDUCATION,15000,18.62,0.29,17
67000,RENT,1.0,EDUCATION,15000,13.57,0.22,9
51800,MORTGAGE,1.0,VENTURE,5000,9.99,0.1,3
96000,RENT,1.0,MEDICAL,20000,13.04,0.21,3
129996,MORTGAGE,2.0,VENTURE,12800,14.84,0.1,7
45000,RENT,1.0,PERSONAL,5000,7.88,0.11,10
104000,MORTGAGE,9.0,HOMEIMPROVEMENT,14000,10.99,0.13,3
29000,RENT,9.0,MEDICAL,3000,6.62,0.1,2
38000,MORTGAGE,2.0,MEDICAL,8000,9.99,0.21,3
61000,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,10.25,0.16,12
27036,RENT,1.0,PERSONAL,13750,15.31,0.51,15
84000,MORTGAGE,3.0,DEBTCONSOLIDATION,7000,7.29,0.08,10
48996,OTHER,3.0,DEBTCONSOLIDATION,10000,14.11,0.2,4
80000,OWN,6.0,EDUCATION,25000,11.48,0.31,4
48000,RENT,0.0,PERSONAL,10000,6.03,0.21,3
112123,RENT,2.0,VENTURE,7200,8.59,0.06,9
57744,MORTGAGE,7.0,VENTURE,2500,10.37,0.04,4
31000,MORTGAGE,8.0,EDUCATION,5000,5.42,0.16,2
168288,RENT,5.0,HOMEIMPROVEMENT,1800,11.12,0.01,3
60000,RENT,0.0,HOMEIMPROVEMENT,12000,12.87,0.2,4
51600,MORTGAGE,2.0,VENTURE,12000,17.88,0.23,8
27000,RENT,3.0,DEBTCONSOLIDATION,2800,7.51,0.1,3
64800,MORTGAGE,9.0,EDUCATION,4500,10.65,0.07,2
44094,RENT,1.0,VENTURE,3600,7.37,0.08,3
32400,MORTGAGE,2.0,EDUCATION,10000,5.42,0.31,2
41000,RENT,5.0,EDUCATION,4200,14.54,0.1,3
70000,RENT,0.0,EDUCATION,6000,9.99,0.09,8
42000,MORTGAGE,1.0,PERSONAL,5750,13.57,0.14,2
34780,RENT,5.0,PERSONAL,7500,12.61,0.22,4
21600,RENT,0.0,EDUCATION,4900,13.72,0.23,2
66000,MORTGAGE,10.0,DEBTCONSOLIDATION,7000,9.91,0.11,6
39996,RENT,2.0,DEBTCONSOLIDATION,6200,13.79,0.16,2
42000,RENT,0.0,VENTURE,2500,13.92,0.06,3
85000,MORTGAGE,6.0,DEBTCONSOLIDATION,1500,13.06,0.02,2
22896,OWN,1.0,MEDICAL,5000,11.48,0.22,8
44000,MORTGAGE,0.0,EDUCATION,6000,13.23,0.14,6
63000,RENT,6.0,HOMEIMPROVEMENT,5000,10.2,0.08,16
48661,MORTGAGE,7.0,EDUCATION,8000,17.58,0.16,2
40000,RENT,2.0,MEDICAL,12000,7.88,0.3,2
32000,OWN,4.0,EDUCATION,3600,13.49,0.11,11
25000,RENT,1.0,DEBTCONSOLIDATION,6000,16.4,0.24,2
25000,RENT,0.0,DEBTCONSOLIDATION,5000,12.86,0.2,2
38004,RENT,4.0,MEDICAL,10000,9.99,0.26,7
64000,RENT,2.0,HOMEIMPROVEMENT,13000,13.11,0.2,10
55000,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,15.33,0.18,2
42000,RENT,5.0,PERSONAL,18825,7.9,0.45,10
25000,RENT,8.0,EDUCATION,5000,10.62,0.2,3
46000,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,7.68,0.13,2
46800,OWN,4.0,EDUCATION,11500,7.51,0.25,4
24996,RENT,0.0,VENTURE,5000,8.49,0.2,6
60000,RENT,0.0,EDUCATION,3000,12.53,0.05,15
38400,MORTGAGE,0.0,MEDICAL,14000,14.27,0.36,8
59000,RENT,4.0,DEBTCONSOLIDATION,12000,16.49,0.2,9
70000,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,5.42,0.09,3
80000,MORTGAGE,5.0,EDUCATION,5000,12.99,0.06,2
31200,RENT,0.0,MEDICAL,10600,12.99,0.34,2
23421,RENT,3.0,MEDICAL,4500,17.99,0.19,3
67600,RENT,7.0,PERSONAL,16000,11.58,0.24,5
68000,OTHER,2.0,PERSONAL,7200,9.63,0.11,15
17108,MORTGAGE,7.0,EDUCATION,4375,7.51,0.26,17
26000,MORTGAGE,8.0,MEDICAL,7000,7.74,0.27,2
120000,MORTGAGE,1.0,HOMEIMPROVEMENT,3000,14.27,0.03,4
120000,RENT,3.0,VENTURE,3725,8.49,0.03,2
134300,MORTGAGE,2.0,MEDICAL,12000,16.45,0.08,2
34000,MORTGAGE,3.0,VENTURE,12000,14.27,0.35,4
48000,MORTGAGE,7.0,DEBTCONSOLIDATION,2500,11.71,0.05,3
47000,RENT,0.0,DEBTCONSOLIDATION,24000,17.14,0.51,5
75000,RENT,0.0,MEDICAL,10800,9.62,0.14,3
45000,RENT,2.0,PERSONAL,14500,10.36,0.32,4
86000,MORTGAGE,5.0,PERSONAL,14000,14.27,0.16,9
34900,MORTGAGE,0.0,PERSONAL,12000,10.25,0.34,9
148000,MORTGAGE,8.0,DEBTCONSOLIDATION,25000,15.31,0.17,2
144000,MORTGAGE,4.0,DEBTCONSOLIDATION,21000,13.57,0.15,8
58000,OTHER,0.0,VENTURE,16000,12.21,0.28,4
66500,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,7.88,0.12,9
125000,OWN,4.0,VENTURE,12000,7.88,0.1,3
140000,MORTGAGE,2.0,HOMEIMPROVEMENT,11000,10.0,0.08,8
47000,MORTGAGE,5.0,EDUCATION,10400,11.49,0.22,2
22200,RENT,2.0,DEBTCONSOLIDATION,2500,16.29,0.11,2
62000,OWN,1.0,VENTURE,10000,11.58,0.16,2
54000,RENT,1.0,VENTURE,15000,15.88,0.28,8
31000,RENT,3.0,EDUCATION,3200,11.49,0.1,4
34000,RENT,3.0,MEDICAL,6000,8.9,0.18,9
31200,RENT,1.0,DEBTCONSOLIDATION,6000,16.89,0.19,3
51500,RENT,6.0,DEBTCONSOLIDATION,20000,12.21,0.39,4
100300,RENT,1.0,MEDICAL,12000,14.91,0.1,7
32698,RENT,3.0,DEBTCONSOLIDATION,8000,18.43,0.24,3
117000,MORTGAGE,8.0,EDUCATION,6000,7.51,0.05,3
67000,MORTGAGE,3.0,DEBTCONSOLIDATION,9250,5.79,0.14,2
44400,RENT,0.0,VENTURE,1500,11.63,0.03,4
55316,OWN,10.0,HOMEIMPROVEMENT,6000,5.42,0.11,3
55000,RENT,5.0,PERSONAL,3600,6.99,0.07,6
28000,RENT,3.0,VENTURE,6400,14.75,0.23,2
24000,OWN,1.0,MEDICAL,6000,12.68,0.25,4
156000,MORTGAGE,8.0,EDUCATION,15000,14.61,0.1,6
39996,RENT,0.0,EDUCATION,5000,14.11,0.13,2
115000,RENT,3.0,VENTURE,6000,7.4,0.05,5
59000,RENT,2.0,PERSONAL,21000,10.71,0.36,3
62047,RENT,4.0,MEDICAL,10000,9.63,0.14,13
46000,RENT,0.0,HOMEIMPROVEMENT,3000,16.29,0.07,9
50000,OWN,8.0,VENTURE,9725,12.12,0.19,7
70000,RENT,0.0,MEDICAL,10000,7.29,0.14,3
39500,MORTGAGE,8.0,VENTURE,5000,7.74,0.13,8
50000,MORTGAGE,2.0,MEDICAL,22000,9.91,0.44,4
40200,MORTGAGE,5.0,EDUCATION,1900,5.99,0.05,10
80000,OWN,2.0,EDUCATION,6000,19.13,0.07,4
31000,RENT,2.0,EDUCATION,10000,14.65,0.32,3
85000,MORTGAGE,8.0,PERSONAL,12500,7.49,0.15,7
35000,RENT,4.0,MEDICAL,11000,8.59,0.31,10
43080,RENT,7.0,PERSONAL,10000,13.98,0.23,9
